type_,address,area,price,metro_station,metro_line,date,update_date,floor,full_floor
2-комн.кв.,", 2",36,8201102,Станция не указана,Ветка не указана,Размещено 18 января,"сегодня, 00:35",9,15
1-комн.кв.,", 1к1",30,7682997,Станция не указана,Ветка не указана,Размещено 29 января,"сегодня, 00:37",21,28
2-комн.кв.,", 2",53,10400799,Станция не указана,Ветка не указана,Размещено 18 января,"сегодня, 00:35",15,15
2-комн.кв.,", 2",36,8231991,Станция не указана,Ветка не указана,Размещено 18 января,"сегодня, 00:35",15,15
2-комн.кв.,", 2",3,7749449,Станция не указана,Ветка не указана,Размещено 18 января,"сегодня, 00:35",13,15
1-комн.кв.,", 2",38,8653623,Станция не указана,Ветка не указана,Размещено 18 января,"сегодня, 00:35",15,15
2-комн.кв.,", 2",3,7772132,Станция не указана,Ветка не указана,Размещено 18 января,"сегодня, 00:35",15,15
2-комн.кв.,", 2",36,8232645,Станция не указана,Ветка не указана,Размещено 18 января,"сегодня, 00:35",13,15
2-комн.кв.,", 2",3,7649309,Станция не указана,Ветка не указана,Размещено 18 января,"сегодня, 00:35",13,15
1-комн.кв.,", 2",38,8628374,Станция не указана,Ветка не указана,Размещено 18 января,"сегодня, 00:35",13,15
2-комн.кв.,"Камова ул, д.7к1",41,5830198,Станция не указана,Ветка не указана,Размещено 2 марта,"сегодня, 00:41",3,17
1-комн.кв.,", 1к1",30,7597795,Станция не указана,Ветка не указана,Размещено 1 февраля,30 марта,12,28
2-комн.кв.,", 3",47,9575968,Станция не указана,Ветка не указана,Размещено 18 февраля,"сегодня, 00:30",7,17
3-комн.кв.,", 1",54,7576178,Станция не указана,Ветка не указана,Размещено 18 января,"сегодня, 00:35",11,17
2-комн.кв.,", 2",53,10348600,Станция не указана,Ветка не указана,Размещено 18 января,"сегодня, 00:35",13,15
2-комн.кв.,", 2",36,8207934,Станция не указана,Ветка не указана,Размещено 18 января,"сегодня, 00:35",13,15
2-комн.кв.,", 2",3,7619455,Станция не указана,Ветка не указана,Размещено 1 февраля,"сегодня, 00:37",11,15
2-комн.кв.,", 5",57,11292974,Станция не указана,Ветка не указана,Размещено 16 января,"сегодня, 00:28",10,12
1-комн.кв.,", 1к1",6,7175755,Станция не указана,Ветка не указана,Размещено 8 февраля,"сегодня, 00:38",3,31
3-комн.кв.,", 7",59,11387340,Станция не указана,Ветка не указана,Размещено 19 февраля,"сегодня, 00:26",17,17
3-комн.кв.,", 7",59,11364224,Станция не указана,Ветка не указана,Размещено 3 марта,"сегодня, 00:09",17,17
2-комн.кв.,", 7",38,8375508,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:24",15,17
4-комн.кв.,", 3",79,11140703,Станция не указана,Ветка не указана,Размещено 12 февраля,"сегодня, 00:19",17,17
2-комн.кв.,", 1",51,7469584,Станция не указана,Ветка не указана,Размещено 19 февраля,"сегодня, 00:34",8,17
3-комн.кв.,", 1",77,9433421,Станция не указана,Ветка не указана,Размещено 22 февраля,"сегодня, 00:34",8,17
1-комн.кв.,", 1",36,6019081,Станция не указана,Ветка не указана,Размещено 15 января,"сегодня, 00:34",8,17
2-комн.кв.,", 1",48,6910163,Станция не указана,Ветка не указана,Размещено 15 января,"сегодня, 00:34",8,17
2-комн.кв.,", 1",41,6282562,Станция не указана,Ветка не указана,Размещено 15 января,"сегодня, 00:34",8,17
3-комн.кв.,", 1",56,8651035,Станция не указана,Ветка не указана,Размещено 29 января,"сегодня, 00:37",7,12
1-комн.кв.,", 1",35,5956665,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",10,17
2-комн.кв.,", 1",41,6188926,Станция не указана,Ветка не указана,Размещено 15 января,"сегодня, 00:34",8,17
2-комн.кв.,", 7",38,8252901,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:39",7,17
2-комн.кв.,", 7",38,8300705,Станция не указана,Ветка не указана,Размещено 22 февраля,30 марта,13,17
3-комн.кв.,", 3",54,7571785,Станция не указана,Ветка не указана,Размещено 25 февраля,30 марта,15,17
2-комн.кв.,", 1",57,7822184,Станция не указана,Ветка не указана,Размещено 1 марта,"сегодня, 00:11",9,17
1-комн.кв.,", 1",35,5899985,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:30",6,17
2-комн.кв.,", 1",51,7412507,Станция не указана,Ветка не указана,Размещено 1 марта,"сегодня, 00:42",6,17
1-комн.кв.,", 1",35,5928307,Станция не указана,Ветка не указана,Размещено 15 января,"сегодня, 00:34",8,17
2-комн.кв.,", 1",35,5538267,Станция не указана,Ветка не указана,Размещено 1 февраля,"сегодня, 00:37",12,17
3-комн.кв.,", 1",58,7966677,Станция не указана,Ветка не указана,Размещено 22 февраля,"сегодня, 00:27",14,17
3-комн.кв.,", 3",59,8795358,Станция не указана,Ветка не указана,Размещено 14 января,"сегодня, 00:34",6,17
2-комн.кв.,", 1",50,6916030,Станция не указана,Ветка не указана,Размещено 14 января,"сегодня, 00:34",4,17
3-комн.кв.,", 1",58,7944041,Станция не указана,Ветка не указана,Размещено 1 марта,"сегодня, 00:15",12,17
2-комн.кв.,", 1",50,6982948,Станция не указана,Ветка не указана,Размещено 14 января,"сегодня, 00:34",8,17
3-комн.кв.,", 1",6,8325736,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",16,17
1-комн.кв.,", 1к1",37,8850758,Станция не указана,Ветка не указана,Размещено 23 февраля,"сегодня, 00:40",6,28
3-комн.кв.,", 1",58,7989313,Станция не указана,Ветка не указана,Размещено 14 января,"сегодня, 00:34",16,17
1-комн.кв.,", 1к1",37,8936826,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",10,28
2-комн.кв.,", 1",54,7579326,Станция не указана,Ветка не указана,Размещено 22 февраля,"сегодня, 00:18",14,17
2-комн.кв.,", 3",35,5665493,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:40",13,17
1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",38,7233836,Бунинская аллея м.,cyan,Размещено 13 января,"сегодня, 00:34",15,16
1-комн.кв.,", 1к1",30,7860698,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",12,28
2-комн.кв.,", 3",35,5671295,Станция не указана,Ветка не указана,Размещено 25 февраля,"сегодня, 00:40",13,17
1-комн.кв.,", 1к1",37,8917733,Станция не указана,Ветка не указана,Размещено 8 февраля,"сегодня, 00:38",3,28
3-комн.кв.,", 1",6,8308802,Станция не указана,Ветка не указана,Размещено 23 февраля,"сегодня, 00:40",12,17
2-комн.кв.,", 1",54,7600996,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",16,17
2-комн.кв.,", 3",48,6792577,Станция не указана,Ветка не указана,Размещено 26 февраля,30 марта,13,17
4-комн.кв.,", 3",88,10520804,Станция не указана,Ветка не указана,Размещено 25 февраля,"сегодня, 00:40",9,17
4-комн.кв.,", 3",88,10595231,Станция не указана,Ветка не указана,Размещено 24 февраля,"сегодня, 00:40",15,17
1-комн.кв.,", 1к1",34,8526458,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",6,28
1-комн.кв.,", 1к1",6,7364469,Станция не указана,Ветка не указана,Размещено 25 января,"сегодня, 00:36",15,31
1-комн.кв.,", 1к1",6,7469364,Станция не указана,Ветка не указана,Размещено 2 февраля,"сегодня, 00:38",25,31
2-комн.кв.,", 1к1",55,11635730,Станция не указана,Ветка не указана,Размещено 8 февраля,"сегодня, 00:38",15,28
1-комн.кв.,", 1к1",31,8043859,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",16,28
2-комн.кв.,", 3",35,5681450,Станция не указана,Ветка не указана,Размещено 24 февраля,"сегодня, 00:40",15,17
2-комн.кв.,", 1",54,7449900,Станция не указана,Ветка не указана,Размещено 13 января,"сегодня, 00:12",6,17
2-комн.кв.,", 1к1",58,11288626,Станция не указана,Ветка не указана,Размещено 23 февраля,"сегодня, 00:40",10,28
2-комн.кв.,", 3",48,6811960,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:40",15,17
2-комн.кв.,", 1к1",58,11179715,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",6,28
1-комн.кв.,", 1к1",31,8066791,Станция не указана,Ветка не указана,Размещено 8 февраля,"сегодня, 00:38",18,28
2-комн.кв.,", 1к1",50,11091216,Станция не указана,Ветка не указана,Размещено 4 февраля,"сегодня, 00:15",21,28
1-комн.кв.,", 1к1",31,7983558,Станция не указана,Ветка не указана,Размещено 8 февраля,"сегодня, 00:38",9,28
2-комн.кв.,", 3",35,5623354,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:40",9,17
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",55,10870851,Бунинская аллея м.,cyan,Размещено 10 января,"сегодня, 00:33",15,15
2-комн.кв.,", 3",36,5700551,Станция не указана,Ветка не указана,Размещено 24 февраля,"сегодня, 00:40",15,17
2-комн.кв.,", 3",36,5679023,Станция не указана,Ветка не указана,Размещено 25 февраля,"сегодня, 00:40",13,17
2-комн.кв.,", 3",35,5687322,Станция не указана,Ветка не указана,Размещено 25 февраля,"сегодня, 00:40",15,17
1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",37,8677394,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",10,11
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",56,10363961,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",2,15
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",5,10235076,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",11,11
1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",38,8542838,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",2,11
1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",37,8677394,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",10,11
1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",6,6859404,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",11,15
4-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",67,13522424,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",12,12
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",48,10360440,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",10,11
1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",34,8034257,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",11,11
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",41,8946552,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:34",13,15
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",48,10310475,Бунинская аллея м.,cyan,Размещено 16 февраля,"сегодня, 00:33",8,11
2-комн.кв.,", 5",53,10511133,Станция не указана,Ветка не указана,Размещено 8 февраля,"сегодня, 00:15",11,12
2-комн.кв.,", 7",35,7493634,Станция не указана,Ветка не указана,Размещено 12 февраля,"сегодня, 00:26",2,17
4-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",84,15651127,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",11,12
1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",38,8542838,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",2,11
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",56,10360775,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",11,15
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",56,10478592,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",10,15
1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",37,8609321,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",8,11
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",37,8337764,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:34",15,15
1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",8,7396044,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",11,12
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",49,10539390,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",11,11
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",40,9205898,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",14,15
3-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",5,10807747,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:34",15,15
1-комн.кв.,", 1",35,5985022,Станция не указана,Ветка не указана,Размещено 26 января,"сегодня, 00:36",12,17
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",56,10559394,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",14,15
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",39,8585837,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",14,15
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",39,8561380,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",12,15
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",35,8211808,Бунинская аллея м.,cyan,Размещено 15 февраля,"сегодня, 00:33",11,11
2-комн.кв.,", 1к1",56,11190783,Станция не указана,Ветка не указана,Размещено 4 февраля,"сегодня, 00:15",3,28
1-комн.кв.,"Камова ул, д.7к1",37,7538089,Станция не указана,Ветка не указана,Размещено 4 января,"сегодня, 00:33",10,17
1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",7,7097651,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",10,12
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",36,8362349,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",12,12
2-комн.кв.,", 1к1",55,11627916,Станция не указана,Ветка не указана,Размещено 8 февраля,"сегодня, 00:38",18,28
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",56,10608418,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",14,15
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",56,10400628,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",13,15
1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",37,8630127,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",9,11
2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",37,8455015,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:34",13,15
3-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",49,10474293,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",15,15
1-комн.кв.,"Камова ул, д.7к1",37,7346282,Станция не указана,Ветка не указана,Размещено 25 января,"сегодня, 00:36",10,17
1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",6,6776690,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",2,15
4-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",84,15575486,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",9,12
1-комн.кв.,", 1",36,6703936,Станция не указана,Ветка не указана,Размещено 4 января,"сегодня, 00:11",10,15
2-комн.кв.,"Недорубова ул, 32",75,16857786,Некрасовка м.,purpledark,Размещено 29 декабря 2021,"сегодня, 00:20",19,22
3-комн.кв.,", 1",6,8328127,Станция не указана,Ветка не указана,Размещено 12 февраля,"сегодня, 00:11",13,17
2-комн.кв.,", 3",47,9670814,Станция не указана,Ветка не указана,Размещено 3 февраля,"сегодня, 00:30",11,17
3-комн.кв.,", 1",7,12039126,Станция не указана,Ветка не указана,Размещено 29 декабря 2021,"сегодня, 00:15",14,15
1-комн.кв.,"Недорубова ул, 32",40,10766600,Некрасовка м.,purpledark,Размещено 29 декабря 2021,25 марта,14,23
3-комн.кв.,", 1",54,7615797,Станция не указана,Ветка не указана,Размещено 28 января,"сегодня, 00:36",14,17
1-комн.кв.,", 1к1",6,7458877,Станция не указана,Ветка не указана,Размещено 2 февраля,"сегодня, 00:38",24,31
3-комн.кв.,", 1к1",77,15673224,Станция не указана,Ветка не указана,Размещено 8 февраля,"сегодня, 00:38",13,28
2-комн.кв.,", 1",55,9324404,Станция не указана,Ветка не указана,Размещено 25 декабря 2021,"сегодня, 00:33",3,12
1-комн.кв.,", 1",35,6931706,Станция не указана,Ветка не указана,Размещено 25 декабря 2021,"сегодня, 00:33",3,15
1-комн.кв.,", 1",33,6356963,Станция не указана,Ветка не указана,Размещено 25 декабря 2021,"сегодня, 00:33",4,15
2-комн.кв.,", 1",55,9465971,Станция не указана,Ветка не указана,Размещено 25 декабря 2021,"сегодня, 00:33",4,15
1-комн.кв.,", 1",34,6276449,Станция не указана,Ветка не указана,Размещено 8 февраля,30 марта,3,15
2-комн.кв.,", 1",55,9369460,Станция не указана,Ветка не указана,Размещено 25 декабря 2021,"сегодня, 00:33",4,15
3-комн.кв.,", 15",57,13098666,Станция не указана,Ветка не указана,Размещено 23 декабря 2021,"сегодня, 00:21",14,19
2-комн.кв.,", 1",55,9346651,Станция не указана,Ветка не указана,Размещено 25 декабря 2021,"сегодня, 00:33",3,15
2-комн.кв.,", 1",6,9709207,Станция не указана,Ветка не указана,Размещено 5 февраля,30 марта,8,15
2-комн.кв.,", 1",55,9447922,Станция не указана,Ветка не указана,Размещено 25 декабря 2021,"сегодня, 00:33",3,12
2-комн.кв.,", 1",36,5717647,Станция не указана,Ветка не указана,Размещено 22 декабря 2021,"сегодня, 00:32",12,17
3-комн.кв.,", 3",58,8956267,Станция не указана,Ветка не указана,Размещено 10 января,"сегодня, 00:34",12,17
3-комн.кв.,", 3",59,8815613,Станция не указана,Ветка не указана,Размещено 14 января,"сегодня, 00:34",10,17
3-комн.кв.,", 1",6,8199622,Станция не указана,Ветка не указана,Размещено 23 января,"сегодня, 00:35",8,17
2-комн.кв.,", 7",38,8432903,Станция не указана,Ветка не указана,Размещено 3 февраля,"сегодня, 00:26",17,17
1-комн.кв.,"Камова ул, д.7к1",8,6212883,Станция не указана,Ветка не указана,Размещено 21 декабря 2021,"сегодня, 00:31",16,17
1-комн.кв.,"Камова ул, д.7к1",33,7317242,Станция не указана,Ветка не указана,Размещено 23 января,"сегодня, 00:35",10,17
1-комн.кв.,"Камова ул, д.7к1",8,6182723,Станция не указана,Ветка не указана,Размещено 1 февраля,"сегодня, 00:37",12,17
1-комн.кв.,"Камова ул, д.7к1",4,7971046,Станция не указана,Ветка не указана,Размещено 3 февраля,"сегодня, 00:38",16,17
4-комн.кв.,"Камова ул, д.7к1",78,11861652,Станция не указана,Ветка не указана,Размещено 21 декабря 2021,"сегодня, 00:32",10,17
2-комн.кв.,"Камова ул, д.7к1",34,7388056,Станция не указана,Ветка не указана,Размещено 16 декабря 2021,"сегодня, 00:31",10,17
2-комн.кв.,", 1",48,7181221,Станция не указана,Ветка не указана,Размещено 16 декабря 2021,"сегодня, 00:31",11,17
1-комн.кв.,", 7",4,5921325,Станция не указана,Ветка не указана,Размещено 15 января,25 марта,11,17
4-комн.кв.,", 3",87,14981343,Станция не указана,Ветка не указана,Размещено 14 декабря 2021,30 марта,7,17
2-комн.кв.,", 3",45,9071690,Станция не указана,Ветка не указана,Размещено 14 декабря 2021,"сегодня, 00:30",9,17
2-комн.кв.,", 3",47,9412776,Станция не указана,Ветка не указана,Размещено 14 декабря 2021,"сегодня, 00:30",11,17
4-комн.кв.,", 3",87,14524747,Станция не указана,Ветка не указана,Размещено 14 декабря 2021,30 марта,7,17
2-комн.кв.,", 7",47,9466295,Станция не указана,Ветка не указана,Размещено 22 января,"сегодня, 00:26",17,17
2-комн.кв.,", 1",44,9438406,Станция не указана,Ветка не указана,Размещено 14 декабря 2021,"сегодня, 00:30",7,10
2-комн.кв.,", 1",35,5581560,Станция не указана,Ветка не указана,Размещено 14 декабря 2021,30 марта,4,17
3-комн.кв.,", 3",59,11319233,Станция не указана,Ветка не указана,Размещено 16 января,"сегодня, 00:26",17,17
2-комн.кв.,", 7",35,7730275,Станция не указана,Ветка не указана,Размещено 14 декабря 2021,"сегодня, 00:30",16,17
2-комн.кв.,", 3",47,9702210,Станция не указана,Ветка не указана,Размещено 13 января,"сегодня, 00:11",15,17
3-комн.кв.,", 3",59,8895799,Станция не указана,Ветка не указана,Размещено 25 декабря 2021,"сегодня, 00:33",15,17
3-комн.кв.,", 3",59,8863256,Станция не указана,Ветка не указана,Размещено 14 января,"сегодня, 00:34",9,17
1-комн.кв.,", 7",4,6221111,Станция не указана,Ветка не указана,Размещено 14 декабря 2021,"сегодня, 00:30",15,17
2-комн.кв.,", 1",35,5612439,Станция не указана,Ветка не указана,Размещено 18 января,30 марта,12,17
1-комн.кв.,"Камова ул, д.7к1",34,5113713,Станция не указана,Ветка не указана,Размещено 29 января,"сегодня, 00:37",3,17
2-комн.кв.,", 7",47,9533134,Станция не указана,Ветка не указана,Размещено 14 декабря 2021,"сегодня, 00:31",15,17
2-комн.кв.,", 7",47,9468036,Станция не указана,Ветка не указана,Размещено 14 декабря 2021,"сегодня, 00:31",11,17
1-комн.кв.,"Камова ул, д.7к1",33,7193623,Станция не указана,Ветка не указана,Размещено 29 января,"сегодня, 00:37",10,17
3-комн.кв.,", 7",55,10992640,Станция не указана,Ветка не указана,Размещено 14 декабря 2021,"сегодня, 00:25",15,17
2-комн.кв.,"Недорубова ул, 32",53,13856430,Некрасовка м.,purpledark,Размещено 11 декабря 2021,"сегодня, 00:30",10,19
2-комн.кв.,", 1",50,7052305,Станция не указана,Ветка не указана,Размещено 11 декабря 2021,"сегодня, 00:30",8,17
2-комн.кв.,", 1",35,5635132,Станция не указана,Ветка не указана,Размещено 11 декабря 2021,"сегодня, 00:30",8,17
1-комн.кв.,"Недорубова ул, 32",38,10230383,Некрасовка м.,purpledark,Размещено 23 января,30 марта,5,23
2-комн.кв.,", 1",50,7086163,Станция не указана,Ветка не указана,Размещено 17 декабря 2021,"сегодня, 00:31",10,17
1-комн.кв.,"Недорубова ул, 32",38,10417226,Некрасовка м.,purpledark,Размещено 11 декабря 2021,"сегодня, 00:30",10,19
1-комн.кв.,", 1к1",6,7333034,Станция не указана,Ветка не указана,Размещено 23 января,"сегодня, 00:36",12,31
1-комн.кв.,"Недорубова ул, 32",36,10055896,Некрасовка м.,purpledark,Размещено 11 декабря 2021,"сегодня, 00:30",3,23
1-комн.кв.,"Недорубова ул, 32",40,10551560,Некрасовка м.,purpledark,Размещено 11 декабря 2021,"сегодня, 00:30",5,23
2-комн.кв.,", 5",57,11222453,Станция не указана,Ветка не указана,Размещено 25 января,"сегодня, 00:21",6,12
2-комн.кв.,"Мелитопольская 1-я ул, 4",37,8600000,Бутово (МЦД-2),Ветка не указана,Размещено 16 апреля 2021,"сегодня, 16:02",10,16
2-комн.кв.,", 7",38,8145814,Станция не указана,Ветка не указана,Размещено 23 января,25 марта,15,17
1-комн.кв.,"Недорубова ул, 32",40,10813438,Некрасовка м.,purpledark,Размещено 08 декабря 2021,"сегодня, 00:15",21,23
2-комн.кв.,"Недорубова ул, 32",71,15563699,Некрасовка м.,purpledark,Размещено 11 декабря 2021,"сегодня, 00:17",18,23
2-комн.кв.,"Недорубова ул, 32",71,15518092,Некрасовка м.,purpledark,Размещено 14 декабря 2021,"сегодня, 00:20",16,23
2-комн.кв.,"Недорубова ул, 32",71,15631546,Некрасовка м.,purpledark,Размещено 07 декабря 2021,30 марта,21,23
2-комн.кв.,"Недорубова ул, 32",75,16833350,Некрасовка м.,purpledark,Размещено 07 декабря 2021,"сегодня, 00:24",18,22
2-комн.кв.,"Недорубова ул, 32",71,15450245,Некрасовка м.,purpledark,Размещено 07 декабря 2021,"сегодня, 00:26",13,23
2-комн.кв.,", 1",35,5628293,Станция не указана,Ветка не указана,Размещено 23 декабря 2021,"сегодня, 00:32",14,17
1-комн.кв.,", 1",7,5109828,Станция не указана,Ветка не указана,Размещено 15 января,"сегодня, 00:34",12,17
2-комн.кв.,"Камова ул, д.7к1",34,7370000,Станция не указана,Ветка не указана,Размещено 03 декабря 2021,"сегодня, 00:28",9,17
3-комн.кв.,", 3",55,11084573,Станция не указана,Ветка не указана,Размещено 16 января,"сегодня, 00:19",9,17
1-комн.кв.,", 3",40,7709862,Станция не указана,Ветка не указана,Размещено 03 декабря 2021,"сегодня, 00:28",5,17
2-комн.кв.,", 1",35,5688773,Станция не указана,Ветка не указана,Размещено 14 декабря 2021,"сегодня, 00:30",12,17
2-комн.кв.,", 1",55,9442973,Станция не указана,Ветка не указана,Размещено 25 декабря 2021,"сегодня, 00:33",3,15
2-комн.кв.,", 1",35,5644181,Станция не указана,Ветка не указана,Размещено 4 января,"сегодня, 00:34",16,17
3-комн.кв.,"Камова ул, д.7к1",53,9756763,Станция не указана,Ветка не указана,Размещено 03 декабря 2021,"сегодня, 00:28",11,17
1-комн.кв.,", 1",7,5097684,Станция не указана,Ветка не указана,Размещено 03 декабря 2021,"сегодня, 00:29",10,17
2-комн.кв.,", 7",47,9353233,Станция не указана,Ветка не указана,Размещено 14 декабря 2021,"сегодня, 00:30",15,17
3-комн.кв.,", 3",59,11253256,Станция не указана,Ветка не указана,Размещено 16 января,"сегодня, 00:26",13,17
1-комн.кв.,", 1",7,5038198,Станция не указана,Ветка не указана,Размещено 03 декабря 2021,30 марта,8,17
2-комн.кв.,", 1",36,5733726,Станция не указана,Ветка не указана,Размещено 21 декабря 2021,"сегодня, 00:32",14,17
1-комн.кв.,"Недорубова ул, 32",36,10438355,Некрасовка м.,purpledark,Размещено 30 ноября 2021,"сегодня, 00:14",13,23
3-комн.кв.,", 3",59,8908207,Станция не указана,Ветка не указана,Размещено 14 января,"сегодня, 00:34",16,17
3-комн.кв.,", 1к1",74,15169453,Станция не указана,Ветка не указана,Размещено 30 ноября 2021,"сегодня, 00:24",14,28
4-комн.кв.,", 1",75,9736294,Станция не указана,Ветка не указана,Размещено 30 ноября 2021,"сегодня, 00:27",12,12
3-комн.кв.,"Камова ул, д.7к1",53,9429221,Станция не указана,Ветка не указана,Размещено 30 ноября 2021,"сегодня, 00:21",10,17
3-комн.кв.,", 15",6,13973290,Станция не указана,Ветка не указана,Размещено 11 декабря 2021,"сегодня, 00:30",16,19
1-комн.кв.,", 3",36,7716028,Станция не указана,Ветка не указана,Размещено 12 января,"сегодня, 00:28",5,17
3-комн.кв.,", 3",59,8794542,Станция не указана,Ветка не указана,Размещено 14 января,"сегодня, 00:34",9,17
1-комн.кв.,", 1к1",34,9155129,Станция не указана,Ветка не указана,Размещено 22 декабря 2021,"сегодня, 00:09",31,31
4-комн.кв.,", 1",75,9973851,Станция не указана,Ветка не указана,Размещено 26 ноября 2021,"сегодня, 00:16",9,12
2-комн.кв.,"Маресьева ул, 6к1",51,14288781,Некрасовка м.,purpledark,Размещено 11 декабря 2021,"сегодня, 00:09",14,22
1-комн.кв.,", 7",4,6211444,Станция не указана,Ветка не указана,Размещено 14 декабря 2021,"сегодня, 00:31",15,17
1-комн.кв.,"Камова ул, д.7к1",38,7520381,Станция не указана,Ветка не указана,Размещено 07 декабря 2021,"сегодня, 00:29",9,17
1-комн.кв.,"Камова ул, д.7к1",38,7587059,Станция не указана,Ветка не указана,Размещено 4 января,"сегодня, 00:33",13,17
3-комн.кв.,"Камова ул, д.7к1",53,9452419,Станция не указана,Ветка не указана,Размещено 29 декабря 2021,"сегодня, 00:33",11,17
2-комн.кв.,"Камова ул, д.7к1",37,7549641,Станция не указана,Ветка не указана,Размещено 22 декабря 2021,"сегодня, 00:22",10,17
