type_,address,area,price,metro_station,metro_line,date,update_date,floor,full_floor
2-комн.кв.,"Проспект мира, 188Б к2",34,12600000,ВДНХ м.,orange,Размещено 28 марта,"сегодня, 19:23",2,6
1-комн.кв.,"Германа Титова ул, 8",36,8800000,Станция не указана,Ветка не указана,Размещено 27 марта,"сегодня, 19:23",5,16
2-комн.кв.,"Пестовский пер, 7",74,23000000,Таганская м.,Ветка не указана,Размещено 15 марта,26 марта,1,4
3-комн.кв.,"Нахимовский пр-кт, 28 1",58,24290000,Профсоюзная м.,orange,Размещено 28 марта,29 марта,8,9
3-комн.кв.,"Валовая ул, 8/18",84,35500000,Павелецкая м.,Ветка не указана,Размещено 20 февраля,28 марта,3,11
2-комн.кв.,"Шипиловская ул, 43",50,14150000,Шипиловская м.,lightgreen,Размещено 12 февраля,29 марта,5,16
2-комн.кв.,"Расковой ул, 33 1",35,13500000,Савеловская м.,Ветка не указана,"сегодня, 16:24","сегодня, 16:24",3,5
2-комн.кв.,Щербаковская ул,56,20000000,Семеновская м.,blue,"сегодня, 13:48","сегодня, 13:48",9,12
2-комн.кв.,"Южнобутовская ул, 44",58,14500000,Ул.Горчакова м.,cyan,Размещено 22 марта,26 марта,7,8
1-комн.кв.,"Лукинская ул, 18",36,10250000,Новопеределкино м.,yellow,Размещено 20 марта,28 марта,3,17
2-комн.кв.,"Первомайская ул, 49",61,10800000,Сходненская м.,purple,Размещено 19 марта,26 марта,12,17
1-комн.кв.,"Хлобыстова ул, 12 2",55,11300000,Рязанский пр-т м.,purple,Размещено 9 марта,"сегодня, 00:25",1,16
1-комн.кв.,"Кутузова ул, 11",33,9100000,Молодежная м.,blue,Размещено 7 марта,"сегодня, 00:15",1,14
2-комн.кв.,"Красногвардейская 3-я ул, 8  1",6,18700000,Выставочная м.,lightblue,Размещено 22 февраля,"сегодня, 03:02",1,9
4-комн.кв.,"Одесская ул, 22 1",63,15200000,Каховская м.,turquoise,Размещено 17 февраля,"сегодня, 00:30",1,9
2-комн.кв.,"Байкальская ул, 35  4",76,21000000,Щелковская м.,blue,Размещено 14 февраля,15 февраля,11,11
2-комн.кв.,"Летчика Грицевца ул, 6",55,14500000,Рассказовка м.,yellow,"сегодня, 07:39","сегодня, 07:39",5,14
1-комн.кв.,"Зеленодольская ул, 31 1",60,16700000,Кузьминки м.,purple,Размещено 25 марта,28 марта,7,24
3-комн.кв.,"Ореховый проезд, 41",75,21500000,Шипиловская м.,lightgreen,Размещено 16 марта,"сегодня, 00:18",4,16
2-комн.кв.,"Жигулёвская ул, 10",39,10100000,Кузьминки м.,purple,Размещено 7 марта,28 марта,8,9
2-комн.кв.,"Алтуфьевское ш, 87 3",54,12300000,Алтуфьево м.,gray,Размещено 1 марта,26 марта,2,16
Студия,"Варшавское ш, 60",7,5800000,Нахимовский пр-т м.,gray,Размещено 28 февраля,25 марта,2,6
1-комн.кв.,"Удальцова ул, 12",33,15200000,Пр-т Вернадского м.,Ветка не указана,Размещено 27 февраля,26 марта,8,10
3-комн.кв.,"Сталеваров ул, 8/22 1",51,10700000,Новогиреево м.,yellow,Размещено 21 февраля,"сегодня, 18:17",1,9
2-комн.кв.,"Проезд черского, 21а",49,17000000,Бибирево м.,gray,Размещено 21 февраля,26 марта,11,14
2-комн.кв.,"Покровская ул, 17а",57,14000000,Некрасовка м.,purpledark,Размещено 15 февраля,29 марта,2,25
2-комн.кв.,"Введенского ул, 10-2",45,12900000,Беляево м.,orange,Размещено 14 февраля,29 марта,3,9
2-комн.кв.,"Будённого пр-кт, 29/1",57,15500000,Соколиная Гора м.,Ветка не указана,Размещено 3 февраля,20 марта,5,8
2-комн.кв.,"Проспект мира, 188Б к2",34,12600000,ВДНХ м.,orange,Размещено 28 марта,"сегодня, 19:23",2,6
1-комн.кв.,"Германа Титова ул, 8",36,8800000,Станция не указана,Ветка не указана,Размещено 27 марта,"сегодня, 19:23",5,16
2-комн.кв.,"Пестовский пер, 7",74,23000000,Таганская м.,Ветка не указана,Размещено 15 марта,26 марта,1,4
3-комн.кв.,"Нахимовский пр-кт, 28 1",58,24290000,Профсоюзная м.,orange,Размещено 28 марта,29 марта,8,9
2-комн.кв.,"Вернадского пр-кт, 21 1",56,28000000,Университет м.,red,Размещено 15 февраля,"сегодня, 05:37",6,14
3-комн.кв.,"Валовая ул, 8/18",84,35500000,Павелецкая м.,Ветка не указана,Размещено 20 февраля,28 марта,3,11
2-комн.кв.,"Шипиловская ул, 43",50,14150000,Шипиловская м.,lightgreen,Размещено 12 февраля,29 марта,5,16
2-комн.кв.,"Расковой ул, 33 1",35,13500000,Савеловская м.,Ветка не указана,"сегодня, 16:24","сегодня, 16:24",3,5
2-комн.кв.,Щербаковская ул,56,20000000,Семеновская м.,blue,"сегодня, 13:48","сегодня, 13:48",9,12
2-комн.кв.,"Южнобутовская ул, 44",58,14500000,Ул.Горчакова м.,cyan,Размещено 22 марта,26 марта,7,8
1-комн.кв.,"Лукинская ул, 18",36,10250000,Новопеределкино м.,yellow,Размещено 20 марта,28 марта,3,17
1-комн.кв.,"Кутузова ул, 11",33,9100000,Молодежная м.,blue,Размещено 7 марта,"сегодня, 00:15",1,14
2-комн.кв.,"Бирюлёвская ул, 58к1",49,13000000,Домодедовская м.,green,Размещено 6 марта,29 марта,11,12
2-комн.кв.,"Красногвардейская 3-я ул, 8  1",6,18700000,Выставочная м.,lightblue,Размещено 22 февраля,"сегодня, 03:02",1,9
4-комн.кв.,"Одесская ул, 22 1",63,15200000,Каховская м.,turquoise,Размещено 17 февраля,"сегодня, 00:30",1,9
2-комн.кв.,"Байкальская ул, 35  4",76,21000000,Щелковская м.,blue,Размещено 14 февраля,15 февраля,11,11
2-комн.кв.,"Летчика Грицевца ул, 6",55,14500000,Рассказовка м.,yellow,"сегодня, 07:39","сегодня, 07:39",5,14
1-комн.кв.,"Зеленодольская ул, 31 1",60,16700000,Кузьминки м.,purple,Размещено 25 марта,28 марта,7,24
3-комн.кв.,"Ореховый проезд, 41",75,21500000,Шипиловская м.,lightgreen,Размещено 16 марта,"сегодня, 00:18",4,16
2-комн.кв.,"Жигулёвская ул, 10",39,10100000,Кузьминки м.,purple,Размещено 7 марта,28 марта,8,9
2-комн.кв.,"Алтуфьевское ш, 87 3",54,12300000,Алтуфьево м.,gray,Размещено 1 марта,26 марта,2,16
Студия,"Варшавское ш, 60",7,5800000,Нахимовский пр-т м.,gray,Размещено 28 февраля,25 марта,2,6
1-комн.кв.,"Удальцова ул, 12",33,15200000,Пр-т Вернадского м.,Ветка не указана,Размещено 27 февраля,26 марта,8,10
3-комн.кв.,"Сталеваров ул, 8/22 1",51,10700000,Новогиреево м.,yellow,Размещено 21 февраля,"сегодня, 18:17",1,9
2-комн.кв.,"Проезд черского, 21а",49,17000000,Бибирево м.,gray,Размещено 21 февраля,26 марта,11,14
2-комн.кв.,"Введенского ул, 10-2",45,12900000,Беляево м.,orange,Размещено 14 февраля,29 марта,3,9
2-комн.кв.,"Будённого пр-кт, 29/1",57,15500000,Соколиная Гора м.,Ветка не указана,Размещено 3 февраля,20 марта,5,8
4-комн.кв.,"Костикова ул, 7",96,32000000,Улица 1905 года м.,purple,Размещено 30 ноября 2021,26 марта,1,5
2-комн.кв.,"Попутная ул, 5",43,7500000,Лухмановская м.,purpledark,Размещено 04 июля 2018,26 марта,5,5
6-комн.кв.,"Грохольский пер, 28",46,133000000,Пр-т Мира м.,Ветка не указана,29 марта,29 марта,21,22
3-комн.кв.,"Жемчужная, 1к4",67,11780000,Станция не указана,Ветка не указана,29 марта,29 марта,2,4
4-комн.кв.,"Тверской б-р, 19",110,60000000,Тверская м.,green,Размещено 24 марта,28 марта,2,7
2-комн.кв.,"Дмитровское ш, 96к5",60,16500000,Селигерская м.,lightgreen,Размещено 24 марта,26 марта,14,14
1-комн.кв.,", 6",33,5100000,Бабушкинская м.,orange,Размещено 17 марта,29 марта,10,14
2-комн.кв.,"Ленинский пр-кт, 90",58,23000000,Новаторская м.,turquoise,Размещено 1 марта,26 марта,8,8
3-комн.кв.,"Барвихинская ул, 4 к2",77,18200000,Славянский бульвар м.,blue,Размещено 24 февраля,"сегодня, 14:37",2,23
1-комн.кв.,"Рождественская ул, 27 1",4,9500000,Некрасовка м.,purpledark,Размещено 21 февраля,25 февраля,25,25
2-комн.кв.,"Ташкентская ул, 16 1",44,11300000,Юго-Восточная м.,purpledark,Размещено 16 февраля,28 марта,1,9
3-комн.кв.,"Руднёвка ул, 3",79,15200000,Улица Дмитриевского м.,purpledark,Размещено 12 февраля,29 марта,1,12
1-комн.кв.,"Садовая-Черногрязская ул, 13/3  1",7,13200000,Красные ворота м.,red,Размещено 29 января,29 марта,1,10
2-комн.кв.,"Архитектора Щусева, 3",80,42000000,ЗИЛ м.,Ветка не указана,Размещено 28 января,"сегодня, 19:10",12,14
1-комн.кв.,"Корнейчука ул, 20",38,10000000,Алтуфьево м.,gray,Размещено 4 января,26 марта,12,17
2-комн.кв.,Прибрежный проезд,45,12799999,Ховрино м.,green,Размещено 28 декабря 2021,30 марта,3,12
2-комн.кв.,"Щёлковское ш, 61",59,8900000,Щелковская м.,blue,Размещено 27 октября 2021,"сегодня, 12:09",6,22
5-комн.кв.,"Вернадского пр-кт, 92",0,160000000,Юго-Западная м.,red,Размещено 06 октября 2019,28 марта,20,22
1-комн.кв.,"Мартеновская ул, 39к2",37,11400000,Новогиреево м.,yellow,Размещено 30 марта,"сегодня, 10:03",7,16
2-комн.кв.,"Братская ул, 23 1",44,12500000,Перово м.,yellow,Размещено 28 марта,29 марта,9,9
3-комн.кв.,"Армавирская ул, 25",51,16700000,Люблино м.,lightgreen,Размещено 22 марта,"сегодня, 13:07",1,5
2-комн.кв.,"Парковая 16-я ул, 45",39,9550000,Щелковская м.,blue,Размещено 13 марта,26 марта,10,12
2-комн.кв.,"Шолохова ул, 24",5,13500000,Новопеределкино м.,yellow,Размещено 6 марта,26 марта,3,14
4-комн.кв.,"Мичуринский пр-кт, 9к3",141,46000000,Раменки м.,yellow,Размещено 17 февраля,26 марта,12,17
1-комн.кв.,"Рубцов пер, 16  1",3,12500000,Бауманская м.,blue,Размещено 13 февраля,26 марта,5,5
1-комн.кв.,"Фрезер ш, 7/2",37,11400000,Нижегородская м.,Ветка не указана,Размещено 28 сентября 2021,26 марта,7,15
3-комн.кв.,"Аптекарский пер, 13",80,23000000,Бауманская м.,blue,Размещено 26 мая 2015,26 марта,1,5
3-комн.кв.,"Металлургов ул, 7/18",77,18500000,Перово м.,yellow,Размещено 29 марта,"сегодня, 13:10",3,5
1-комн.кв.,"Марии Поливановой ул, 9А",9,9900000,Озёрная м.,yellow,Размещено 27 марта,29 марта,4,5
2-комн.кв.,"Шатурская ул, 49 1",4,12000000,Окская м.,purpledark,Размещено 22 марта,26 марта,3,5
3-комн.кв.,"Октябрьский пр-кт, 18 к3",80,15500000,Станция не указана,Ветка не указана,Размещено 19 марта,28 марта,2,18
6-комн.кв.,"Федосьино ал., 2",148,26000000,Рассказовка м.,yellow,Размещено 12 марта,26 марта,4,6
1-комн.кв.,"Горбунова ул, 10к2",38,11000000,Молодежная м.,blue,Размещено 8 марта,29 марта,9,12
1-комн.кв.,"Быковского ул, 58",33,2800000,Станция не указана,Ветка не указана,Размещено 25 февраля,26 марта,1,5
1-комн.кв.,"1 Новокузьминская 22,корп.1, Панель",35,10550000,Рязанский пр-т м.,purple,Размещено 23 февраля,30 марта,8,9
3-комн.кв.,"Липецкая ул, 17 1",73,15800000,Царицыно м.,green,Размещено 23 февраля,26 марта,16,17
3-комн.кв.,"Академика Янгеля ул, 6",64,14100000,Ул.Академика Янгеля м.,gray,Размещено 21 февраля,26 марта,2,12
3-комн.кв.,"Красноярская ул, 13",65,12580000,Щелковская м.,blue,Размещено 21 февраля,"сегодня, 13:05",9,9
3-комн.кв.,"Шмитовский проезд, 39  1",108,78000000,Шелепиха м.,Ветка не указана,Размещено 20 февраля,"сегодня, 13:21",12,53
2-комн.кв.,"Перервинский б-р, 21 1",55,13000000,Братиславская м.,lightgreen,Размещено 17 февраля,28 марта,8,16
1-комн.кв.,"Парковая ул, 9",31,7300000,Саларьево м.,red,Размещено 14 февраля,21 марта,3,4
1-комн.кв.,"Годовикова ул, 14",36,12000000,Алексеевская м.,orange,Размещено 7 февраля,26 марта,9,9
3-комн.кв.,"Выборгская ул, 4 1",115,33000000,Войковская м.,green,Размещено 29 января,24 марта,8,9
Студия,"Лобачевского ул, 124к1",3,18000000,Мичуринский проспект м.,Ветка не указана,Размещено 30 декабря 2021,29 марта,16,37
1-комн.кв.,"Русская ул, 36",40,4500000,Станция не указана,Ветка не указана,Размещено 19 ноября 2021,23 марта,2,3
3-комн.кв.,"Дегунинская ул, 10к1",77,22500000,Селигерская м.,lightgreen,Размещено 24 октября 2021,26 марта,10,22
2-комн.кв.,"Петра Алексеева ул, 12",44,18500000,Кунцевская м.,Ветка не указана,Размещено 02 сентября 2021,26 марта,4,30
Студия,"Пресненская наб, 12",45,27000000,Деловой Центр м.,Ветка не указана,Размещено 18 октября 2018,27 марта,75,101
3-комн.кв.,"Марьиной Рощи 2-я ул, 22",73,22499999,Марьина роща м.,lightgreen,30 марта,30 марта,6,16
4-комн.кв.,"Лобачевского ул, 118к2",133,45500000,Пр-т Вернадского м.,Ветка не указана,Размещено 30 марта,"сегодня, 07:01",21,21
3-комн.кв.,"Верхние Поля ул, 36 1",99,25000000,Люблино м.,lightgreen,Размещено 27 марта,28 марта,13,14
2-комн.кв.,"Фрунзенская 3-я ул, 6",64,39000000,Фрунзенская м.,Ветка не указана,Размещено 27 марта,"сегодня, 10:39",9,9
3-комн.кв.,"Профсоюзная ул, 98к6",73,26000000,Беляево м.,orange,Размещено 24 марта,"сегодня, 10:39",14,19
2-комн.кв.,"Старый Каретный, 4",10,47000000,Цветной б-р м.,gray,Размещено 23 марта,26 марта,6,6
1-комн.кв.,"Подольских Курсантов ул, 2к1",33,9300000,Пражская м.,gray,Размещено 23 марта,30 марта,11,12
5-комн.кв.,"Введенского ул, 16",10,30000000,Беляево м.,orange,Размещено 19 марта,"сегодня, 10:03",1,14
5-комн.кв.,"Хорошёвское ш, 16  1",156,67000000,Станция не указана,Ветка не указана,Размещено 18 марта,26 марта,44,44
3-комн.кв.,"Мичуринский пр-кт, 29",13,50000000,Раменки м.,yellow,Размещено 17 марта,"сегодня, 10:03",4,19
2-комн.кв.,"Красногвардейский 2-й проезд, 8А",53,24000000,Выставочная м.,lightblue,Размещено 15 марта,"сегодня, 13:06",8,14
1-комн.кв.,"Клары Цеткин ул, 31",4,17100000,Войковская м.,green,Размещено 15 марта,"сегодня, 10:03",5,9
3-комн.кв.,"Пионерская ул, 31",66,2550000,Станция не указана,Ветка не указана,Размещено 4 марта,13 марта,2,9
Студия,"Харлампиева, 46",30,5500000,Филатов Луг м.,red,2 марта,2 марта,7,12
1-комн.кв.,"Черноморский б-р, 7 5",39,15000000,Чертановская м.,gray,Размещено 27 февраля,26 марта,8,9
3-комн.кв.,"Радужная ул, 15 1",63,14600000,Свиблово м.,orange,Размещено 25 февраля,26 марта,2,5
3-комн.кв.,"Школьная ул, 1",80,9500000,Станция не указана,Ветка не указана,Размещено 25 февраля,26 марта,14,17
5иболее-комн.кв.,"Сивцев Вражек пер, 14",08,300000000,Кропоткинская м.,red,Размещено 23 февраля,"сегодня, 10:39",4,8
1-комн.кв.,"Братиславская ул, 12",38,11300000,Братиславская м.,lightgreen,Размещено 21 февраля,29 марта,9,17
2-комн.кв.,"Булатниковский проезд, 14к5",46,12500000,Пражская м.,gray,21 февраля,21 февраля,12,12
2-комн.кв.,"Микрорайон мкр, 20",50,3550000,Станция не указана,Ветка не указана,Размещено 19 февраля,26 марта,3,3
2-комн.кв.,"Хорошёвское ш, 25Ак2",65,32500000,Спартак м.,purple,Размещено 17 февраля,"сегодня, 10:39",6,24
2-комн.кв.,"Открытое ш, 23к3",4,11450000,Бульвар Рокоссовского м.,Ветка не указана,Размещено 16 февраля,30 марта,4,5
6-комн.кв.,"Орджоникидзе ул, 1",69,227000000,Шаболовская м.,orange,Размещено 25 марта,"сегодня, 07:01",17,17
2-комн.кв.,"Комсомольский пр-кт, 44",48,27500000,Спортивная м.,Ветка не указана,Размещено 11 февраля,"сегодня, 10:39",4,8
4-комн.кв.,"Энтузиастов проезд, 19А",103,24000000,Авиамоторная м.,Ветка не указана,Размещено 9 февраля,26 марта,3,5
2-комн.кв.,", 71",56,15050000,Щелковская м.,blue,Размещено 5 февраля,12 марта,6,16
3-комн.кв.,"Зелинского ул, 5а",56,4750000,Станция не указана,Ветка не указана,Размещено 4 февраля,"сегодня, 13:06",3,5
3-комн.кв.,"Балаклавский пр-кт, 15B",110,26800000,Чертановская м.,gray,Размещено 25 января,"сегодня, 10:39",7,25
2-комн.кв.,"Балаклавский пр-кт, 15В",74,20610000,Чертановская м.,gray,Размещено 25 января,"сегодня, 10:39",7,25
2-комн.кв.,"Рублёвское ш, 79",54,18990000,Молодежная м.,blue,Размещено 15 декабря 2021,26 марта,14,22
3-комн.кв.,"Ломоносовский пр-кт, 29к1",74,36500000,Ломоносовский проспект м.,yellow,Размещено 15 декабря 2021,"сегодня, 10:39",2,15
4-комн.кв.,"Ломоносовский пр-кт, 25к1",140,73000000,Университет м.,red,Размещено 15 декабря 2021,"сегодня, 10:39",3,19
6-комн.кв.,"Пятницкая ул, 20 стр1 кв 44",111,75000000,Новокузнецкая м.,green,Размещено 29 ноября 2021,26 марта,2,6
3-комн.кв.,"Пудовкина ул, 7",110,50500000,Парк Победы м.,Ветка не указана,Размещено 05 июля 2021,26 марта,2,17
2-комн.кв.,"Витебская ул, 3к1",53,11990000,Молодежная м.,blue,Размещено 27 ноября 2020,26 марта,1,17
2-комн.кв.,"Комсомольская ул, 43",45,7500000,Станция не указана,Ветка не указана,"сегодня, 14:17","сегодня, 14:17",9,12
3-комн.кв.,"Недорубова ул, 18к1",80,19500000,Лермонтовский пр-т м.,purple,"сегодня, 10:02","сегодня, 10:02",23,25
2-комн.кв.,"Нахимовский пр-кт, 14",38,11650000,Нахимовский пр-т м.,gray,Размещено 30 марта,"сегодня, 10:39",8,9
1-комн.кв.,"Волжский б-р, 25к1",37,10499999,Кузьминки м.,purple,Размещено 30 марта,"сегодня, 10:39",2,17
2-комн.кв.,"Радужная ул, 26",63,17500000,Свиблово м.,orange,Размещено 30 марта,"сегодня, 10:39",3,16
1-комн.кв.,"Елецкая ул, 13",41,11500000,Зябликово м.,lightgreen,Размещено 27 марта,30 марта,16,16
1-комн.кв.,"Беломорская ул, 20к3",38,13700000,Беломорская м.,green,Размещено 27 марта,"сегодня, 10:39",9,17
3-комн.кв.,"Путевой проезд, 38",5,12500000,Бескудниково,Ветка не указана,Размещено 26 марта,"сегодня, 10:39",7,9
2-комн.кв.,"Рублёвское ш, 50",53,18900000,Крылатское м.,blue,Размещено 26 марта,"сегодня, 10:39",4,17
2-комн.кв.,"Дмитровское ш, 107к1",45,15900000,Селигерская м.,lightgreen,Размещено 26 марта,"сегодня, 10:39",12,24
1-комн.кв.,"Павла Корчагина ул, 15",3,12000000,ВДНХ м.,orange,Размещено 26 марта,"сегодня, 10:39",5,12
1-комн.кв.,"Барышиха ул, 33к1",44,13499997,Митино м.,blue,Размещено 26 марта,"сегодня, 10:39",12,14
3-комн.кв.,"Перекопская ул, 21к1",68,22400000,Зюзино м.,turquoise,Размещено 26 марта,27 марта,4,12
4-комн.кв.,"Каховка ул, 25",13,48500000,Зюзино м.,turquoise,Размещено 26 марта,"сегодня, 10:39",6,12
3-комн.кв.,"Житная ул, 10",67,77000000,Добрынинская м.,brown,Размещено 25 марта,30 марта,5,7
1-комн.кв.,"Коктебельская ул, 4к3",38,12100000,Б-р Дмитрия Донского м.,gray,Размещено 25 марта,"сегодня, 10:39",12,17
1-комн.кв.,"Маршала Тухачевского ул, 19",3,10500000,Улица Народного Ополчения,Ветка не указана,Размещено 25 марта,"сегодня, 10:39",12,12
2-комн.кв.,"Главмосстроя ул, 20",9,20700000,Говорово м.,yellow,Размещено 24 марта,"сегодня, 10:38",7,25
1-комн.кв.,"Перекопская ул, 5",35,13950000,Зюзино м.,turquoise,Размещено 24 марта,"сегодня, 10:39",5,12
2-комн.кв.,"Хорошёвский 3-й проезд, 4",70,29000000,Беговая м.,Ветка не указана,Размещено 24 марта,26 марта,10,17
3-комн.кв.,"Фрунзенская наб, 36/2",91,65000000,Фрунзенская м.,Ветка не указана,Размещено 23 марта,"сегодня, 10:39",4,9
5иболее-комн.кв.,"Загородное ш, 4к2",111,38200000,Крымская м.,Ветка не указана,Размещено 23 марта,"сегодня, 10:39",14,17
1-комн.кв.,"Калибровская ул, 11",3,12250000,Алексеевская м.,orange,Размещено 23 марта,"сегодня, 10:39",8,9
2-комн.кв.,"Митинская ул, 28к4",80,26200000,Митино м.,blue,Размещено 23 марта,"сегодня, 10:39",18,25
7-комн.кв.,"Ростовский 4-й пер, 2с1",51,215000000,Смоленская м.,Ветка не указана,Размещено 21 марта,26 марта,6,6
3-комн.кв.,"Братьев Ермиловых ул, 1",69,6500000,Станция не указана,Ветка не указана,Размещено 21 марта,24 марта,6,9
1-комн.кв.,"Веерная ул, 1к7",40,12700000,Аминьевское шоссе,Ветка не указана,Размещено 20 марта,"сегодня, 10:38",9,23
1-комн.кв.,"Перервинский б-р, 15к1",38,13600000,Братиславская м.,lightgreen,Размещено 20 марта,26 марта,13,15
3-комн.кв.,"Винницкая ул, 5",59,19360000,Раменки м.,yellow,Размещено 19 марта,"сегодня, 10:39",3,9
2-комн.кв.,"Ленинский пр-кт, 109/1к3",60,23000000,Улица Новаторов,Ветка не указана,Размещено 19 марта,"сегодня, 10:39",18,23
2-комн.кв.,"Якушкина проезд, 5",47,14700000,Отрадное м.,gray,Размещено 19 марта,26 марта,9,9
3-комн.кв.,"Михалковский 3-й пер, 9",53,16000000,Коптево м.,Ветка не указана,Размещено 18 марта,"сегодня, 10:39",1,5
2-комн.кв.,"Кантемировская ул, 4к1",60,16000000,Кантемировская м.,green,Размещено 18 марта,"сегодня, 10:39",4,17
3-комн.кв.,"Мичуринский пр-кт, 29",13,50000000,Раменки м.,yellow,Размещено 17 марта,"сегодня, 07:01",4,19
2-комн.кв.,"Южная ул, 22",45,7100000,Станция не указана,Ветка не указана,Размещено 16 марта,28 марта,7,9
2-комн.кв.,"Раменки ул, 14к2",54,19500000,Мичуринский проспект м.,Ветка не указана,Размещено 16 марта,"сегодня, 07:01",12,17
2-комн.кв.,"Карачаровская 3-я ул, 9к2",4,12500000,Нижегородская м.,Ветка не указана,Размещено 16 марта,"сегодня, 10:39",5,9
1-комн.кв.,"Краснодарская ул, 78",38,10100000,Люблино м.,lightgreen,Размещено 16 марта,"сегодня, 10:39",2,18
3-комн.кв.,"Профсоюзная ул, 25",85,29999000,Профсоюзная м.,orange,Размещено 16 марта,"сегодня, 10:39",21,24
4-комн.кв.,"Островитянова ул, 30к2",6,17000000,Коньково м.,orange,Размещено 13 марта,27 марта,1,9
1-комн.кв.,"Спасо-Тушинский б-р, 5",39,10000000,Станция не указана,Ветка не указана,Размещено 12 марта,"сегодня, 07:01",16,25
5иболее-комн.кв.,"Климентовский пер, 2",00,250000000,Новокузнецкая м.,green,Размещено 12 марта,"сегодня, 10:39",7,12
1-комн.кв.,"Погонный проезд, 14",44,16800000,Бульвар Рокоссовского м.,Ветка не указана,Размещено 12 марта,"сегодня, 10:39",15,25
1-комн.кв.,"Краснодарская ул, 78",39,11200000,Люблино м.,lightgreen,Размещено 12 марта,"сегодня, 10:39",13,18
3-комн.кв.,"Сретенка ул, 27/29стр8",101,62000000,Сухаревская м.,orange,Размещено 11 марта,"сегодня, 16:32",5,6
3-комн.кв.,"Борисовский проезд, 38к1",74,22440000,Домодедовская м.,green,Размещено 11 марта,"сегодня, 10:39",8,16
3-комн.кв.,"Нагатинская наб, 10к3",95,36200000,Коломенская м.,green,Размещено 11 марта,"сегодня, 10:39",9,20
1-комн.кв.,"Щепкина ул, 13",9,5030000,Сухаревская м.,orange,Размещено 8 марта,"сегодня, 12:07",4,6
1-комн.кв.,", 24",8,8400000,Станция не указана,Ветка не указана,Размещено 7 марта,29 марта,3,9
3-комн.кв.,"Плотников пер, 20/21",65,24800000,Смоленская м.,Ветка не указана,Размещено 7 марта,26 марта,1,6
2-комн.кв.,"Бибиревская ул, 3",45,12000000,Бибирево м.,gray,Размещено 7 марта,26 марта,4,12
3-комн.кв.,"Профсоюзная ул, 98к1",59,17300000,Беляево м.,orange,Размещено 7 марта,"сегодня, 10:39",4,9
3-комн.кв.,", 1-515/9Ш",60,8300000,Станция не указана,Ветка не указана,Размещено 6 марта,"сегодня, 12:08",5,9
4-комн.кв.,"Одесская ул, 22к1",6,18300000,Зюзино м.,turquoise,Размещено 18 марта,"сегодня, 10:39",1,9
1-комн.кв.,"Дмитровское ш, 73Б",3,8500000,Верхние Лихоборы м.,lightgreen,Размещено 5 марта,26 марта,17,21
2-комн.кв.,", 705",45,9500000,Ховрино м.,green,Размещено 4 марта,26 марта,7,9
3-комн.кв.,"Болотниковская ул, 20",80,23999000,Каховская м.,turquoise,Размещено 3 марта,"сегодня, 10:39",5,5
2-комн.кв.,"Самаркандский б-р, 6к3",44,10500000,Юго-Восточная м.,purpledark,Размещено 3 марта,"сегодня, 10:39",3,9
2-комн.кв.,"Крупской ул, 4к1",60,28000000,Университет м.,red,Размещено 3 марта,27 марта,8,8
2-комн.кв.,"Авангардная ул, 22/32 1",43,12500000,Водный стадион м.,green,28 февраля,28 февраля,2,5
2-комн.кв.,"Базовская ул, 17",59,16500000,Селигерская м.,lightgreen,Размещено 28 февраля,26 марта,11,16
1-комн.кв.,"Варшавское ш, 114 2",38,11599000,Чертановская м.,gray,Размещено 27 февраля,26 марта,10,17
3-комн.кв.,"Энтузиастов проезд, 17",54,15900000,Авиамоторная м.,Ветка не указана,Размещено 15 марта,"сегодня, 10:03",3,5
1-комн.кв.,"Миклухо-Маклая ул, 51к1",3,11900000,Беляево м.,orange,Размещено 27 февраля,26 марта,8,9
2-комн.кв.,"Фестивальная ул, 22к4",64,17500000,Речной вокзал м.,Ветка не указана,Размещено 27 февраля,"сегодня, 10:39",10,12
3-комн.кв.,"Чистова ул, 16к6",77,28400000,Волжская м.,lightgreen,Размещено 26 февраля,"сегодня, 11:18",13,16
3-комн.кв.,"Новочеркасский б-р, 53",75,20300000,Марьино м.,lightgreen,Размещено 26 февраля,"сегодня, 10:39",3,17
3-комн.кв.,"Мельникова пр-кт, 21/1",83,16500000,Станция не указана,Ветка не указана,Размещено 25 февраля,24 марта,9,25
3-комн.кв.,"Митинская ул, 47к2",74,18300000,Пятницкое шоссе м.,blue,Размещено 24 февраля,"сегодня, 10:39",10,17
2-комн.кв.,"Красногорский б-р, 24",74,19000000,Станция не указана,Ветка не указана,Размещено 23 февраля,30 марта,10,25
2-комн.кв.,3-е Почтовое отделение ул,74,14000000,Станция не указана,Ветка не указана,Размещено 22 февраля,"сегодня, 19:55",5,17
2-комн.кв.,"Колпакова, 5/25",54,10000000,Медведково м.,orange,Размещено 21 февраля,26 марта,2,2
1-комн.кв.,", 22",3,2650000,Станция не указана,Ветка не указана,Размещено 21 февраля,23 февраля,3,5
3-комн.кв.,"Машиностроителей ул, 28А",58,6390000,Станция не указана,Ветка не указана,Размещено 21 февраля,26 марта,5,5
1-комн.кв.,Некрасова ул,3,6400000,Станция не указана,Ветка не указана,Размещено 21 февраля,26 марта,10,18
3-комн.кв.,"Кулакова ул, 12к1",6,18850000,Строгино м.,blue,"сегодня, 00:03","сегодня, 00:03",11,12
2-комн.кв.,"Варшавское ш, 160к3",56,16250000,Аннино м.,gray,Размещено 19 февраля,27 марта,10,21
