price
15297744.964285715
10879927.371428572
14853804.957142858
10192085.42857143
9926427.257142857
10412654.778571429
11000000.0
11360409.485714287
20467422.885714285
11746066.564285714
9891992.666666664
9217142.857142856
10452364.5
9550000.0
10192085.42857143
9351477.342857143
13402930.042857142
13000000.0
5871627.0
21978123.557142857
7687971.0
8515491.692857143
10038915.142857144
19471428.57142857
8538126.885714285
11300000.0
22881863.4
11000000.0
11078309.757142857
8609321.0
10123383.457142858
9765048.814285714
10685954.63571429
10661994.661904762
14459285.714285715
9827757.57142857
9817242.333333336
6586905.600000008
11637556.614285715
12795580.592857143
9137142.857142856
10604622.0
10203737.82857143
9091873.0
10096283.347619047
10800000.0
19360000.0
12865252.414285714
14000000.0
9891992.666666664
11927217.621428572
9926427.257142857
10661994.661904762
13015061.1
13694447.771428572
